year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2012,1,23,6,14.0,-22.0,-9.0,1034.0,NE,54.724087,0.0,0.0
2014,6,5,14,52.0,17.0,29.0,1003.0,SE,28.160694,0.0,0.0
2010,8,28,8,60.0,18.0,23.0,1007.17316,NW,6.26,0.0,0.0
2013,2,17,11,72.45665,-12.0,3.0,1027.0,cv,0.89,0.0,0.0
2011,9,1,1,36.121883,15.0,16.872496,1014.0,cv,0.89,0.0,0.0
2012,10,5,5,19.0,9.0,10.0,1017.0,NW,0.89,0.0,0.0
2011,7,14,3,100.0,22.0,25.0,1007.0,SE,4.02,0.0,0.0
2013,8,14,1,10.0,12.0,23.0,1005.0,NW,40.48359,0.0,0.0
2012,8,21,7,125.0,20.0,22.0,1009.0,SE,11.17,0.0,0.0
2014,5,3,23,126.0,3.2201421,19.0,1007.0,SE,18.084457,0.0,0.0
2010,6,1,20,76.0,13.0,22.0,1008.0,SE,1.79,0.0,0.0
2010,3,5,1,11.0,-19.0,1.0,1027.0,NW,73.26206,0.0,0.0
2010,8,25,14,73.0,19.75791,30.0,1014.0,SE,1.79,0.0,0.0
2010,4,20,18,87.0,4.0,15.0,1018.0,SE,17.875969,0.0,0.0
2013,2,13,14,37.52779,-16.0,-1.0,1027.0,NE,5.37,0.0,0.0
2011,6,19,7,114.0,21.0,23.0,1008.0,cv,0.89,0.0,0.0
2013,6,15,14,134.59064,18.0,31.0,1005.0,SE,21.003468,0.0,0.0
2014,11,20,5,10.0,-11.0,5.0,1022.0,NW,42.794792,0.0,0.0
2014,10,27,17,10.0,-12.0,13.0,1032.0,NW,60.35071,0.0,0.0
2013,1,4,1,553.3146,-7.0,-4.0,1020.0,SE,4.45,0.0,0.0
2012,6,3,6,161.0,19.0,19.95859,1009.0,SE,13.531015,0.0,0.0
2014,12,31,7,19.0,-18.0,-5.0,1025.0,NW,8.05,0.0,0.0
2012,10,31,2,59.0,-4.0,10.0,1020.0,SE,19.048073,0.0,0.0
2014,3,7,2,83.0,-7.0,-1.0,1024.0,NW,3.58,0.0,0.0
2014,1,2,16,49.23781,-23.293894,3.0,1025.0,cv,1.79,0.0,0.0
2013,2,6,22,197.22551,-10.0,-9.0,1025.0,NW,7.15,0.0,0.0
2010,7,4,5,179.47177,23.0,25.0,1002.0,cv,0.89,0.0,0.0
2013,6,10,0,32.0,17.0,21.0,1006.0,cv,4.02,0.0,0.0
2011,12,22,6,194.0,-13.0,-9.0,1033.0,NW,1.79,0.0,0.0
2011,12,15,2,16.0,-18.0,-5.0,1037.0,NW,8.94,0.0,0.0
2011,2,2,23,25.0,-18.0,-2.0,1027.0,NW,24.621845,0.0,0.0
2011,6,14,7,131.42523,18.0,25.0,1005.0,NW,3.58,0.0,0.0
2012,4,30,17,245.54388,15.0,17.0,1006.0,SE,12.96,0.0,0.0
2011,7,25,4,65.0,22.0,23.0,1002.0,NW,4.02,0.0,0.0
2014,6,17,3,24.0,17.0,19.0,1005.0,NE,1.79,0.0,0.0
2010,7,3,8,48.978012,17.0,30.288599,1001.0,NW,9.84,0.0,0.0
2011,2,26,10,38.0,-10.0,-1.0,1032.0,NW,3.58,0.0,0.0
2014,3,27,6,11.0,-6.0,9.599363,1019.0,NE,1.79,0.0,0.0
2011,1,16,3,37.0,-20.0,-7.0,1035.0,SE,2.68,0.0,0.0
2013,9,15,10,50.0,11.0,22.0,1016.0,SE,3.13,0.0,0.0
2011,12,24,19,316.39352,-6.0,-2.0,1031.1145,SE,17.432049,0.0,0.0
2014,5,5,2,28.0,-8.0,11.0,1014.0,NW,135.13603,0.0,0.0
2012,12,28,11,73.0,-15.0,-5.0,1025.2549,cv,1.78,0.0,0.0
2011,11,18,15,86.0,4.0,13.0,1014.0,NW,16.545292,0.0,0.0
2013,10,4,7,26.0,8.0,11.0,1018.0,SE,4.46,0.0,0.0
2014,4,22,10,112.211876,0.0,25.0,1013.0,NW,7.15,0.0,0.0
2010,6,17,8,70.0,16.0,25.0,1005.0,cv,4.92,0.0,0.0
2012,3,8,5,21.0,-14.0,-6.0,1031.0,cv,2.67,0.0,0.0
2010,8,9,15,126.0,20.0,28.0,1005.0,SE,22.19373,0.0,0.0
2014,11,17,15,165.0,-6.0,10.0,1023.0,SE,8.886485,0.0,0.0
2012,1,3,5,12.0,-19.0,-6.0,1028.0,NW,112.920616,0.0,0.0
2013,10,18,13,253.73622,5.0,15.0,1024.0,NW,0.89,0.0,0.0
2013,3,15,8,142.89207,-2.0,3.0,1013.0,NW,9.84,0.0,0.0
2012,8,4,3,60.0,22.0,24.0,1008.0,cv,0.89,0.0,0.0
2012,2,3,18,15.0,-22.0,0.0,1024.0,NW,42.568295,0.0,0.0
2012,10,21,20,98.0,8.0,14.0,1021.0,cv,3.56,0.0,0.0
2012,11,9,11,120.0,5.448543,10.0,1024.0,cv,3.58,0.0,0.0
2010,10,1,8,30.0,7.0,14.0,1024.0,NE,12.07,0.0,0.0
2011,4,6,11,53.792725,-1.0,16.0,1014.0,SE,0.89,0.0,0.0
2014,1,2,6,146.0,-10.0,-4.0,1020.0,cv,1.78,0.0,0.0
2012,2,13,6,79.0,-15.622958,-2.0,1024.0,cv,0.89,0.0,0.0
2012,6,17,7,135.0,18.0,22.0,1003.0,cv,0.89,0.0,0.0
2012,2,9,22,141.55951,-10.0,-2.0,1022.0,NW,8.05,0.0,0.0
2013,12,22,8,312.25845,-10.0,-4.0,1030.0,cv,1.78,0.0,0.0
2012,10,27,17,24.0,-7.0,21.0,1017.0,NW,22.8,0.0,0.0
2013,12,24,21,173.0,-12.0,-4.0,1034.0,NE,0.89,0.0,0.0
2010,10,27,17,57.207996,0.0,8.0,1027.0,SE,34.999287,0.0,0.0
2010,8,10,7,72.0,20.0,23.0,1007.0,SE,33.522415,0.0,0.0
2013,7,5,2,50.0,19.0,24.0,1000.0,NE,0.89,0.0,0.0
2011,1,30,22,15.0,-20.0,-4.0,1033.0,NW,184.99808,0.0,0.0
2011,7,1,4,23.0,22.0,22.0,1002.0,NW,15.656735,0.0,0.0
2010,3,8,4,48.0,-9.0,-7.0,1040.0618,NW,8.5,0.0,0.0
2013,5,13,14,78.0,1.0,27.0,1001.0,SE,5.37,0.0,0.0
2014,6,5,5,70.0,16.0,24.0,1005.0,cv,5.37,0.0,0.0
2014,5,21,20,109.0,12.0,26.0,999.0,SE,26.36611,0.0,0.0
2012,3,6,17,143.0,-9.0,2.0,1020.0,SE,0.89,0.0,0.0
2010,12,14,8,19.0,-19.0,-4.0,1034.0,NW,54.531616,0.0,0.0
2014,2,13,2,252.90321,-11.0,-2.0,1029.0,cv,0.89,0.0,0.0
2010,8,17,13,89.0,20.0,31.0,1008.0,cv,0.89,0.0,0.0
2010,2,20,22,248.02318,-8.0,-4.0,1015.0,SE,0.89,0.0,0.0
2010,8,20,6,102.0,23.0,25.097673,1008.0,SE,2.67,0.0,0.0
2010,12,24,15,11.0,-24.250675,0.0,1026.0,NW,43.365437,0.0,0.0
2012,9,20,12,14.0,6.0,23.0,1013.0,NW,48.77142,0.0,0.0
2013,6,31,8,126.0,20.0,21.751959,1007.0,NW,4.92,0.0,0.0
2011,8,19,2,23.0,19.0,21.0,1013.0,SE,8.05,0.0,0.0
2010,5,5,19,39.0,-6.3776875,18.0,1016.0,NE,11.62,0.0,0.0
2010,12,8,6,65.727005,-13.0,-8.0,1021.0,NE,1.79,0.0,0.0
2014,3,7,4,109.0,-5.0,0.0,1027.0,SE,29.053757,6.8981156,0.0
2014,4,9,17,135.0,0.0,26.0,1008.0,SE,21.719858,0.0,0.0
2010,1,10,14,40.0,-22.0,-8.0,1043.5797,NW,18.32861,0.0,0.0
2012,5,4,0,90.0,7.0,23.0,1009.0,SE,4.02,0.0,0.0
2012,10,24,13,18.0,-3.0482388,21.0,1015.0,NW,34.830772,0.0,0.0
2011,1,17,19,196.14613,-16.0,-5.0,1029.0,cv,0.89,0.0,0.0
2014,2,8,20,69.0,-11.0,-1.0,1027.0,SE,8.020934,0.0,0.0
2014,8,13,19,13.0,13.0,29.0,1007.0,SE,16.09,0.0,0.0
2012,2,4,21,26.0,-22.0,-3.0,1028.0,NE,6.963146,0.0,0.0
2013,11,6,8,124.0,-2.0,6.0,1021.0,NE,1.79,0.0,0.0
2014,4,10,13,102.34288,-5.0,21.0,1020.0,SE,6.71,0.0,0.0
2014,7,16,2,137.0,21.0,24.0,1003.0,cv,1.78,0.0,0.0
2012,5,6,19,86.639,7.0,24.0,1004.0,SE,30.23955,0.0,0.0
2011,3,4,14,26.0,-11.0,18.0,1018.0,cv,8.05,0.0,0.0
2014,9,21,4,153.0,17.0,20.0,1012.0,cv,0.89,0.0,0.0
2011,11,6,7,47.0,4.0,7.0,1029.0,SE,0.89,0.0,0.0
2010,4,13,0,39.410004,-2.0,9.0,1016.0,SE,5.37,0.0,0.0
2010,12,22,13,67.0,-14.0,-4.0,1022.0,NW,6.7027864,0.0,0.0
2013,10,15,21,96.03005,5.0,10.0,1021.0,cv,1.78,0.0,0.0
2012,9,18,21,37.0,6.0,23.0,1009.0,SE,11.18,0.0,0.0
2013,12,7,18,202.76657,-7.0,4.0,1022.0,SE,3.13,0.0,0.0
2010,7,28,4,185.0,24.0,26.0,1004.0,SE,2.67,0.0,0.0
2014,3,5,15,16.0,-21.0,9.0,1025.0,SE,14.75,0.0,0.0
2010,3,9,14,34.0,-15.0,13.0,1024.0,SE,4.02,0.0,0.0
2010,10,28,2,338.63428,5.0,7.0,1022.0,cv,1.78,0.0,0.0
2012,8,27,3,34.479874,16.01638,21.0,1012.0,NW,14.76,0.0,0.0
2011,7,31,15,146.0,22.0,33.0,1003.0,SE,16.09,0.0,0.0
2012,3,23,22,54.40585,-7.0,3.0,1021.0,cv,1.79,0.0,0.0
2011,12,5,8,420.7282,-4.0,-4.0,1031.0,NW,4.92,0.0,0.0
2014,2,3,17,11.0,-32.261875,1.0,1027.0,NW,5.3419633,0.0,0.0
2010,3,9,15,40.0,-17.0,9.0,1017.0,NW,26.379581,0.0,0.0
2013,5,5,7,87.0,8.0,15.0,1018.0,cv,0.89,0.0,0.0
2012,10,27,7,229.0,10.0,11.0,1014.0,cv,0.89,0.0,0.0
2013,3,26,1,27.0,-8.498444,4.0,1025.0,NW,4.46,0.0,0.0
2011,5,26,22,63.69235,12.0,19.0,1007.0,SE,68.13017,0.0,0.0
2013,6,13,0,132.0,16.0,21.0,1006.0,SE,34.9125,0.0,0.0
2011,9,30,4,38.0,12.0,13.0,1019.0,cv,1.79,0.0,0.0
2014,1,13,10,44.0,-19.0,-1.0,1032.0,NW,25.93,0.0,0.0
2012,11,11,0,13.0,-8.0,6.0,1016.0,NW,113.610825,0.0,0.0
2010,6,17,6,92.36537,17.0,19.0,1006.0,cv,1.78,0.0,0.0
2013,2,1,5,11.0,-16.0,-4.0,1030.0,NW,74.113846,0.0,0.0
2013,1,16,2,42.0,-9.0,-1.0,1027.0,NE,16.09,0.0,0.0
2014,11,28,15,65.0,-4.0,11.0,1022.0,SE,9.39,0.0,0.0
2011,2,6,1,206.0,-8.0,-2.0,1019.0,NW,1.79,0.0,0.0
2012,11,27,7,10.0,-18.0,0.0,1022.0,NW,90.710045,0.0,0.0
2010,3,12,4,29.0,-9.0,3.0,1020.0,SE,43.279255,0.0,0.0
2011,3,20,19,212.80537,-1.0,7.0,1016.0,NE,0.89,0.0,0.0
2011,12,13,20,99.0,-6.0,-4.5425224,1026.0,NW,7.15,0.0,0.0
2014,12,29,11,63.0,-13.0,7.0,1018.0,NW,3.58,0.0,0.0
2012,12,7,19,174.48163,-9.0,-5.0,1021.0,NE,0.89,0.0,0.0
2011,9,28,2,74.0,8.0,13.0,1022.0,NW,4.46,0.0,0.0
2010,10,23,3,111.537476,7.6764574,9.0,1015.0,cv,0.45,0.0,0.0
2012,1,10,7,52.0,-12.0,-1.0,1030.0,NE,17.721897,0.0,0.0
2011,12,17,11,112.0,-14.0,-2.0,1031.2792,NW,9.39,0.0,0.0
2011,12,13,19,111.0,-12.0,-2.0,1031.0,SE,7.15,0.0,0.0
2014,12,17,1,223.35664,-17.0,-7.0,1031.0,cv,1.78,0.0,0.0
2014,10,16,21,114.0,4.0,10.0,1015.0,cv,2.67,0.0,0.0
2012,4,7,13,27.0,-10.086378,18.0,1014.0,NW,52.06227,0.0,0.0
2012,3,12,1,135.31735,-9.0,-3.0,1026.0,cv,1.78,0.0,0.0
2014,1,24,1,257.47842,-12.0,-6.0,1021.0,NW,3.13,0.0,0.0
2010,7,4,22,153.18802,22.392452,26.061874,1002.0,NW,1.79,0.0,1.0
2010,8,3,23,245.34819,21.0,25.0,1003.59033,SE,10.304616,0.0,0.0
2010,1,6,11,71.0,-21.0,-7.0,1034.3225,SE,1.79,0.0,0.0
2010,2,24,18,12.0,-21.0,0.0,1027.0,NE,37.522686,0.0,0.0
2012,1,14,22,213.3313,-14.0,-6.0,1024.0,cv,0.89,0.0,0.0
2010,6,16,22,151.0,17.0,21.0,1002.0,NW,12.960573,0.0,0.0
2013,4,15,19,11.0,-11.0,12.0,1013.0,NW,3.13,0.0,0.0
2013,2,24,20,16.0,-17.0,2.0,1026.0,NE,46.95044,0.0,0.0
2010,2,23,15,58.0,-12.0,-3.0,1025.0,SE,26.370325,0.0,0.0
2014,9,9,23,22.0,13.0,19.0,1012.0,cv,1.78,0.0,0.0
2012,5,27,5,91.0,12.0,17.0,1006.0,SE,0.89,0.0,0.0
2013,9,27,11,147.40729,9.408379,15.0,1013.0,SE,0.89,0.0,0.0
2010,2,20,12,227.34335,-11.0,4.0,1013.6097,NW,3.13,0.0,0.0
2014,2,12,1,318.9432,-4.0,2.0,1027.0,cv,1.79,0.0,0.0
2014,6,7,19,135.0,18.0,30.0,1004.0,SE,16.098688,0.0,0.0
2012,2,4,20,89.0,-20.0,-2.0,1026.0,SE,34.39093,0.0,0.0
2014,10,5,1,210.50902,14.0,15.0,1021.0,cv,0.89,0.0,0.0
2013,9,18,8,93.857635,17.0,19.0,1014.0,NW,4.02,0.0,0.0
2011,1,25,13,41.0,-19.0,0.0,1031.0,NW,3.58,0.0,0.0
2011,6,16,4,21.081064,18.0,21.0,1006.0,SE,1.79,0.0,0.0
2011,2,10,19,13.0,-17.0,-4.0,1033.0,NW,5.37,0.0,0.0
2012,1,22,4,20.0,-21.0,-4.0,1034.0,NE,8.94,0.0,0.0
2012,11,19,2,230.3347,-5.0,-1.0,1023.0,SE,1.79,0.0,0.0
2012,3,16,12,20.0,-14.0,10.0,1024.0,cv,3.13,0.0,0.0
2011,12,16,16,19.0,-23.0,-2.0,1038.0,NW,282.3265,0.0,0.0
2010,2,22,6,45.0,-9.0,-6.0,1023.0,cv,1.34,0.0,0.0
2013,2,13,5,211.25636,-6.3839774,-7.0,1021.0,NW,16.09,0.0,0.0
2013,9,19,21,130.0,18.0,20.968536,1014.0,NE,0.89,0.0,2.0
2010,6,19,10,141.0,19.0,25.0,1007.0,SE,9.84,0.0,0.0
2014,11,8,5,214.79927,-1.0,1.0,1025.0,NW,3.58,0.0,0.0
2011,7,10,13,99.0,21.0,27.0,1007.0,SE,4.92,0.0,0.0
2011,7,4,3,144.0,20.0,25.0,1003.0,SE,8.05,0.0,0.0
2011,9,11,7,89.0,15.0,14.0,1018.0,cv,0.89,0.0,0.0
2014,4,13,20,52.219353,1.0,20.0,1018.0,NW,6.26,0.0,0.0
2010,3,29,23,125.46064,1.0,9.0,1024.0,SE,30.881517,0.0,2.0
2013,5,31,18,107.685165,15.0,24.0,1002.0,SE,54.107143,0.0,0.0
2013,7,8,6,31.0,20.0,23.0,1000.0,NW,0.89,0.0,0.0
2013,1,11,8,418.21472,-6.0,-4.0,1024.1521,NW,3.13,0.0,0.0
2012,5,23,6,18.0,2.0,19.0,1012.654,NE,5.369838,0.0,0.0
2010,6,27,11,104.0,16.0,25.0,1004.0,cv,0.89,0.0,0.0
2014,5,27,11,33.0,-3.0,34.0,991.0653,NW,37.995987,0.0,0.0
2011,12,24,22,283.92236,-7.0,-4.0,1030.0,SE,1.79,0.0,0.0
2013,11,4,16,25.0,-9.0,15.0,1026.0,NW,3.13,0.0,0.0
2012,10,24,21,61.0,1.0,19.0,1015.0,SE,8.94,0.0,0.0
2011,3,12,3,115.0,-10.0,2.0,1020.0,NW,2.68,0.0,0.0
2010,7,27,19,151.98135,25.0,30.57862,1002.0,SE,40.327496,0.0,0.0
2012,6,7,19,128.0,19.0,28.0,1000.0,SE,21.45255,0.0,0.0
2013,9,11,6,61.0,14.0,15.0,1014.0,cv,0.89,0.0,0.0
2011,11,8,5,120.0,3.0,3.0,1023.0,NW,3.57,0.0,0.0
2010,4,24,10,163.92892,6.0,17.0,1017.0,SE,48.360394,0.0,0.0
2013,3,23,22,297.9138,-4.0,6.0,1023.0,cv,2.67,0.0,0.0
2013,11,4,18,12.0,-18.0,11.0,1026.0,NW,39.782135,0.0,0.0
2012,1,20,12,20.0,-19.0,-2.0,1036.0,NE,55.740265,0.0,0.0
2014,3,2,17,27.188898,-15.0,13.0,1020.0,NW,106.96492,0.0,0.0
2011,6,17,11,154.0,19.0,28.0,1009.0,SE,3.58,0.0,0.0
2012,6,18,16,224.76408,21.0,25.0,1004.0,SE,70.777664,0.0,0.0
2012,7,12,6,91.0,23.0,23.15409,1005.0,SE,25.47188,0.0,0.0
2011,12,20,19,64.0,-11.0,2.0,1026.0,cv,0.89,0.0,0.0
2010,10,21,14,114.0,8.0,22.0,1018.0,SE,4.02,0.0,0.0
2010,12,24,19,20.0,-20.0,1.0,1026.0,NW,57.809856,0.0,0.0
2011,1,5,14,21.0,-19.0,-2.0,1033.0,NW,128.6154,0.0,0.0
2012,10,31,10,139.64355,6.0,12.0,1022.0,NW,1.79,0.0,0.0
2013,12,17,12,43.0,-20.0,0.0,1036.0,cv,0.89,0.0,0.0
2011,6,5,11,94.0,14.0,28.0,1004.0,SE,27.18604,0.0,0.0
2010,11,16,9,47.0,-8.0,3.0,1024.0,NW,198.32622,0.0,0.0
2014,1,14,22,104.0,-10.088164,-1.0,1029.0,SE,20.11,0.0,0.0
2010,8,24,22,269.13513,21.0,24.0,1014.0,cv,0.89,0.0,0.0
2010,12,15,7,17.0,-24.0,-9.0,1031.0074,NW,18.78,0.0,0.0
2013,2,17,2,44.0,-5.0,-4.0,1026.0,NW,21.00369,0.0,0.0
2012,6,12,14,17.0,5.0,36.616127,998.0,SE,4.4167523,0.0,0.0
2010,10,29,1,6.0,-4.0,8.0,1028.0,NW,18.78,0.0,0.0
2012,6,18,2,192.74223,19.0,25.0,1003.0,SE,29.95,0.0,0.0
2010,11,12,16,86.0,-8.0,1.0,1023.0,NW,60.766438,0.0,0.0
2011,2,12,19,8.0,-19.0,-7.0,1033.0,NW,15.2,0.0,0.0
2014,8,24,16,46.0,17.0,30.0,1010.0,SE,21.01,0.0,0.0
2011,1,15,22,10.0,-23.0,-6.0,1039.8281,NW,397.1212,0.0,0.0
2014,9,3,8,3.6874402,13.878172,22.0,1012.0,NW,9.39,0.0,0.0
2013,8,30,19,57.83865,20.0,29.53165,1002.0,SE,19.661541,0.0,0.0
2010,5,19,1,50.874233,6.0,18.636301,1003.0,NE,1.79,0.0,0.0
2013,4,23,10,82.0,1.0975283,10.0,1007.0,NE,1.79,0.0,0.0
2010,6,17,12,25.0,17.0,23.0,1002.0,NE,12.97,0.0,0.0
2011,3,27,14,16.0,-13.0,18.0,1022.0,NW,3.13,0.0,0.0
2014,4,12,15,121.0,-4.0,22.0,1014.0,SE,12.527277,0.0,0.0
2010,5,12,16,46.0,-4.0,19.0,1007.0,NW,12.97,0.0,0.0
2010,6,19,0,110.0,20.0,21.0,1006.0,cv,0.89,0.0,0.0
2012,7,22,22,221.84152,25.0,28.0,1004.0,SE,1.79,0.0,0.0
2013,8,10,11,70.0,22.0,30.0,1006.0,SE,20.57,0.0,0.0
2013,5,28,16,114.0,15.0,21.0,1007.0,NW,2.68,0.0,0.0
2012,7,11,23,82.0,17.0,26.0,1003.40857,SE,21.90247,0.0,0.0
2012,1,10,1,506.01474,-8.452254,-7.0,1031.0,NE,0.89,0.0,0.0
2014,10,15,4,132.0,4.0,7.0,1012.0,cv,1.78,0.0,0.0
2014,11,10,7,20.0,-10.0,-1.0,1028.0,NW,38.899757,0.0,0.0
2013,8,15,16,68.0,24.0,26.0,997.0,SE,1.79,0.0,6.0024295
2014,2,4,5,107.0,-6.0,7.0,1020.0,SE,7.15,0.0,0.0
2011,6,3,0,140.0,13.0,22.0,1008.0,SE,33.25682,0.0,0.0
2013,7,25,22,47.0,19.0,26.0,1002.0,SE,33.077118,0.0,0.0
2013,8,25,9,54.0,19.0,22.0,1008.0,NE,0.89,0.0,0.0
2014,3,11,6,213.81543,-4.0,-3.0,1018.0,cv,1.78,0.0,0.0
2012,6,9,9,128.04709,20.0,26.0,998.0,SE,44.398266,0.0,0.0
2010,12,10,23,29.0,-21.0,-11.590791,1030.0,NE,1.79,0.0,0.0
2014,9,4,15,18.0,15.0,25.0,1006.0,NE,4.02,0.0,0.0
2013,12,4,5,118.0,-12.0,-1.0,1024.0,cv,0.89,0.0,0.0
2014,9,4,3,70.93894,17.0,19.0,1011.0,cv,0.89,0.0,0.0
2010,4,26,15,11.0,-17.0,10.0,1017.0,NW,186.47423,0.0,0.0
2013,11,10,2,3.2903655,-28.910116,-2.0,1033.0,NW,110.10158,0.0,0.0
2012,3,1,5,127.0,-3.0,2.0,1018.0,cv,0.45,0.0,0.0
2014,3,13,14,9.0,-23.0,9.0,1025.0,NW,72.56651,0.0,0.0
2012,1,25,15,139.54395,-19.0,-1.0,1022.0,NE,1.79,0.0,0.0
2012,4,17,10,145.50298,7.0,16.0,1006.0,SE,8.046809,0.0,0.0
2012,8,4,20,106.0,23.417503,28.534824,1003.0,SE,23.312801,0.0,0.0
2011,2,9,18,54.0,-8.0,0.0,1025.0,SE,10.174468,0.0,0.0
2010,8,22,20,32.0,18.322292,20.0,1012.0,NW,26.369186,0.0,5.0
2013,7,1,17,37.993668,22.0,25.0,995.0,NE,1.79,0.0,5.0
2012,3,6,0,38.0,-16.0,-2.0,1024.0,SE,3.13,0.0,0.0
2011,8,15,22,94.0,23.0,25.0,1004.0,SE,3.13,0.0,0.0
2010,10,4,23,59.0,6.4415393,10.0,1018.0,cv,0.89,0.0,0.0
2010,10,17,21,157.15201,6.0,10.0,1023.0,cv,0.89,0.0,0.0
2012,10,10,2,135.0,14.0,14.0,1017.0,NE,0.89,0.0,0.0
2012,10,7,1,30.106672,4.0,13.0,1022.0,NE,4.92,0.0,0.0
2011,4,6,1,111.0,-3.0,11.0,1016.0,cv,0.89,0.0,0.0
2010,3,7,18,100.0,-11.0,2.7897038,1031.0,SE,8.95,0.0,0.0
2013,9,4,7,23.0,13.0,17.0,1019.0,cv,0.89,0.0,0.0
2014,11,14,13,146.0,-5.0,3.0,1026.0,NW,7.15,0.0,0.0
2011,9,22,23,285.5032,18.0,20.0,1008.0,SE,58.73088,0.0,0.0
2013,1,30,19,318.86877,-4.0,-2.0,1026.0,SE,4.02,0.0,0.0
2014,12,19,14,87.0,-14.0,3.0,1023.0,NE,1.79,0.0,0.0
2011,2,1,23,109.0,-11.0,-3.0,1019.0,SE,25.159975,0.0,0.0
2010,8,4,20,268.35312,22.0,27.0,1004.0,NE,8.05,0.0,0.0
2011,3,5,19,39.0,-6.0,7.0,1022.0,SE,1.79,0.0,0.0
2010,6,3,21,106.0,16.0,22.0,1009.0,SE,8.05,0.0,0.0
2012,11,19,0,16.0,-11.0,3.0,1025.0,NW,86.02661,0.0,0.0
2012,2,12,21,48.0,-17.0,-5.0,1028.0,NE,1.79,0.0,0.0
2012,9,3,17,9.0,12.0,25.0,1010.0,NE,1.79,0.0,0.0
2010,5,21,3,216.87561,11.0,16.003784,1010.0,SE,1.79,0.0,0.0
2011,2,1,23,68.0,-14.0,1.0,1018.0,SE,47.092377,0.0,0.0
2014,8,17,12,51.0,18.0,26.0,1007.0,cv,1.78,0.0,0.0
2012,6,13,2,153.6648,17.0,20.0,1001.0,SE,0.89,0.0,0.0
2013,10,16,13,24.0,-4.0,19.0,1022.0,NE,3.58,0.0,0.0
2012,11,3,5,19.0,-3.0,7.0,1019.0,NW,81.64029,0.0,0.0
2014,3,6,7,12.0,-24.0,1.5654888,1030.0,NE,35.320835,0.0,0.0
2012,11,12,12,9.0,-17.0,6.0,1018.9363,NW,231.75162,0.0,0.0
2014,1,30,3,48.0,-18.0,-3.0,1018.0,NW,10.73,0.0,0.0
2013,7,3,8,67.0,21.0,30.0,1005.0,NW,1.79,0.0,0.0
2013,10,13,19,64.0,8.0,19.0,1014.0,SE,7.591107,0.0,0.0
2013,7,17,11,17.0,16.0,32.0,1002.0,NW,24.59357,0.0,0.0
2014,10,8,5,194.0,10.0,10.0,1019.0,NW,1.79,0.0,0.0
2013,10,20,2,91.0,4.0,10.0,1022.0,SE,1.79,0.0,0.0
2011,5,15,3,41.0,2.4652932,13.0,1011.4738,SE,16.54,0.0,0.0
2012,2,24,13,180.0,-11.0,5.0,1022.0,NW,8.94,0.0,0.0
2012,9,17,12,19.0,7.0,23.0,1018.0,NW,21.456942,0.0,0.0
2013,8,18,14,16.0,16.0,32.0,1007.0,NW,6.26,0.0,0.0
2011,10,23,19,229.0,11.0,14.0,1016.0,cv,6.26,0.0,0.0
2011,10,13,11,334.60596,14.0,19.0,1015.0,cv,2.67,0.0,0.0
2010,11,22,15,9.0,-13.0919075,6.0,1024.0,NE,8.5,0.0,0.0
2013,3,27,10,13.0,-16.0,13.0,1013.0,NW,34.42524,0.0,0.0
2014,10,8,0,395.90558,13.0,13.0,1018.0,SE,0.89,0.0,0.0
2010,7,2,1,144.1125,20.0,24.0,1000.0,SE,35.317204,0.0,0.0
2012,8,26,14,140.9945,18.0,26.0,1010.0,cv,2.67,0.0,0.0
2010,1,9,4,25.0,-18.0,-5.0,1032.0,NW,1.79,0.0,0.0
2010,8,16,11,183.7336,22.0,30.0,1007.0,cv,3.13,0.0,0.0
2014,4,2,5,14.0,-10.0,9.0,1019.0,NW,51.039043,0.0,0.0
2011,4,5,13,17.120537,-7.0,17.0,1022.0,NE,9.83012,0.0,0.0
2013,1,10,0,18.0,-19.0,-7.0,1034.4138,NW,52.29918,0.0,0.0
2010,12,13,19,13.906926,-21.0,-3.0,1030.0,NE,25.020105,0.0,0.0
2010,2,17,7,66.90482,-19.0,-9.0,1028.0,NW,0.89,0.0,0.0
2012,7,14,9,43.0,19.0,25.0,1005.0,SE,4.92,0.0,0.0
2013,10,31,9,142.0,5.0,9.018219,1026.0,cv,1.78,0.0,0.0
2012,2,2,6,64.0,-21.0,-9.0,1037.0,SE,4.02,0.0,0.0
2012,8,9,16,96.0,21.0,32.0,1005.0,SE,14.31,0.0,0.0
2013,1,23,3,463.86182,-9.0,-7.0,1020.0,cv,0.45,0.0,0.0
2013,4,25,0,68.0,0.0,15.0,1008.0,SE,45.720192,0.0,0.0
2014,9,14,17,105.0,17.0,27.0,1013.0,SE,8.05,0.0,0.0
2010,3,7,4,99.9224,-5.0,6.0,1013.0,SE,43.01441,0.0,0.0
2011,7,12,7,110.0,21.0,23.857943,1008.0,NW,13.86,0.0,0.0
2013,6,26,6,41.0,16.0,19.0,1005.0,cv,0.89,0.0,0.0
2013,7,16,11,50.0,21.0,26.0,998.0,cv,0.89,0.0,0.0
2011,1,17,3,59.0,-21.0,-12.0,1036.0,NW,28.618958,0.0,0.0
2013,11,22,16,428.46573,-3.0,6.0,1021.0,NE,3.56,0.0,0.0
2011,5,15,0,54.0,7.0,14.0,1014.0,SE,12.067746,0.0,0.0
2010,3,17,11,116.0,-4.0,7.0,1022.0,SE,3.58,0.0,0.0
