LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
30000.0,2,2,2,22.0,0,0,0,0,0,0,26148.424,12256.2,6431.182,2174.4841,2653.9568,2719.5952,1298.276,2231.4368,1000.0,390.0,1000.0,1000.0,0
230000.0,2,2,2,44.0,-2,-2,-2,-2,-2,-2,0.0,2084.244,3943.779,63046.2,3146.1619,743.5027,1747.2625,5000.0,61606.344,2000.0,1000.0,701.70325,0
90000.0,2,2,0,23.0,0,0,0,0,0,0,44828.707,41304.516,44849.418,37340.12,38629.68,35353.195,3005.1426,2000.0,1900.0,1095.7372,1258.4889,500.0,0
450000.0,2,1,2,31.0,-1,0,0,-1,-1,0,51395.984,55651.715,68545.04,16151.184,12270.4795,127164.2,12018.931,5334.6436,13442.932,7000.0,101929.484,5000.0,0
100000.0,2,2,2,28.0,0,0,0,0,0,2,89630.52,92683.375,86949.71,87430.07,95465.11,88702.836,3065.2793,2963.342,4000.0,7908.69,0.0,3500.0,0
45867.316,1,1,2,41.0,1,2,0,0,0,2,6860.556,6497.1304,6105.664,6085.4897,7386.5938,7055.468,0.0,1496.9513,1098.1461,1500.0,0.0,3000.0,0
20000.0,2,2,2,28.0,-1,0,0,0,0,0,7346.077,3859.5527,8839.068,9999.081,10431.259,7690.2056,1080.6211,7505.727,1800.0,1000.0,798.3961,2816.061,0
20000.0,1,2,2,25.0,0,0,0,0,0,-2,24624.76,22282.393,19623.094,17365.73,0.0,0.0,1930.1599,1500.0,1005.10144,0.0,0.0,0.0,0
76018.445,1,2,1,50.0,0,0,0,0,0,0,72843.53,71610.586,58263.492,54965.363,46200.043,46190.24,2336.301,2130.033,1720.6864,1188.8892,1266.428,1499.4719,0
180000.0,1,1,2,28.0,-2,-2,-2,-2,-2,-2,1420.605,12163.154,0.0,585.33624,9175.356,1807.0555,9104.104,0.0,437.2475,7000.0,1000.0,4000.0,0
324990.38,1,2,2,48.0,0,0,0,0,0,0,396709.8,354964.06,297950.16,283818.6,260277.88,244246.05,11005.782,11000.0,10000.0,8518.476,8943.86,10000.0,0
272368.53,2,1,2,28.0,1,2,2,2,2,2,19403.258,24592.764,21421.346,22371.338,23382.678,20398.33,2852.8064,1195.8748,1172.8384,1000.0,1500.0,1000.0,1
80000.0,2,3,2,43.0,0,0,0,0,0,2,78787.484,87690.97,81702.46,80928.06,81325.55,87012.99,3181.311,2962.7944,2896.837,10000.0,0.0,3000.0,0
300000.0,2,2,1,26.0,0,0,0,0,0,0,372894.78,327007.94,285469.53,176681.72,136502.89,115298.17,13819.28,11025.37,3858.0486,4000.0,3199.6,2000.0,0
170000.0,2,2,1,35.06369,0,0,0,0,0,0,162536.19,153921.6,160046.94,168789.06,170625.12,162203.1,9000.0,7000.0,9875.679,6379.3887,8261.201,5644.0884,0
210000.0,1,1,2,30.0,-1,-1,-1,-1,-1,-1,23603.402,365.7233,37723.7,17045.36,1532.4738,302.99417,397.50668,33161.3,18367.879,1500.0,0.0,24279.037,0
230000.0,2,1,2,37.0,2,2,2,0,0,2,24043.9,28451.615,27078.121,29394.096,29883.35,28341.443,2378.457,0.0,1548.5902,2000.0,0.0,1000.1464,1
360000.0,1,2,2,29.0,2,2,0,0,0,0,427346.97,350325.03,234151.5,162695.9,101463.39,72454.05,10000.0,7000.0,5161.3784,3935.031,5835.5557,2931.4602,1
130000.0,2,2,2,54.0,0,0,0,0,0,0,12182.57,10164.039,12023.443,16757.422,13603.978,10074.206,1505.9711,2000.0,1236.4926,953.4515,502.17572,2269.7903,0
220000.0,2,1,2,33.0,1,-2,-2,-2,-2,-2,-1.7139637,-85.145966,914.1933,0.0,0.0,0.0,0.0,2200.2205,0.0,0.0,0.0,0.0,0
50000.0,2,3,1,27.0,0,0,2,2,0,0,32551.246,27796.77,30007.164,28703.871,41342.62,35960.22,3158.0847,2022.5222,0.0,3164.0298,3000.0,2741.3857,1
210000.0,1,3,2,35.0,-1,-1,-1,-1,-1,-1,1902.0333,1228.4783,833.1763,6978.1733,5411.078,2740.6064,1251.5155,1000.0,7028.173,5000.0,3113.717,3000.0,0
50000.0,2,2,1,22.0,1,2,0,0,0,0,45722.586,48876.785,44372.902,38639.56,44760.55,40604.62,0.0,1806.8403,1612.2863,1000.0,1000.0,1500.0,0
130000.0,2,2,2,33.0,0,0,0,0,0,0,112391.15,114708.875,117437.48,119177.72,124553.2,118153.49,4273.8647,5000.0,4254.8525,4130.9126,5000.0,4000.0,0
60000.0,2,1,2,26.0,0,0,0,0,0,0,66131.65,77681.51,46530.508,18697.764,16283.86,13867.311,3000.0,1500.0,1004.76,601.8467,1000.0,1000.0,0
110000.0,2,2,1,27.0,0,0,0,2,2,2,57510.18,64244.277,64634.64,56121.555,46250.3,45154.363,3096.6658,9826.979,0.0,4268.4175,3000.0,231.30162,0
180000.0,2,1,1,34.0,-1,-1,-1,0,-1,-1,10018.856,5339.2905,3841.7522,390.0,1041.2579,1647.7346,3000.0,5198.2314,0.0,1000.0,1900.0,0.0,0
200000.0,1,2,1,40.0,-1,-1,-1,-1,-1,-1,1383.6672,5968.0503,4496.877,544.2616,2265.9373,1602.6477,5983.9517,4000.0,500.0,2713.9443,1777.0336,3421.6812,0
120000.0,2,1,2,41.0,-1,-1,-1,-1,-1,-1,795.64886,738.31976,831.5958,2253.3696,7239.671,14429.892,1000.0,1157.8383,2391.587,6971.7417,11085.362,873.9299,1
50000.0,1,3,1,55.0,0,-1,-1,-1,-2,-2,17626.5,390.0,2130.73,0.0,-7.312675,0.0,396.65137,2268.4568,0.0,0.0,0.0,0.0,0
300000.0,2,1,1,34.0,0,-1,-1,-2,-2,-2,13200.714,2844.6973,0.0,-133.3413,-191.19093,-822.5419,3541.6821,0.0,0.0,0.0,0.0,0.0,0
130000.0,2,1,2,32.0,-2,-2,-2,-2,-2,-2,12044.001,11718.119,69903.33,4975.021,12813.462,3178.1445,3767.893,56965.707,7000.0,15004.524,1000.0,2981.3105,0
10000.0,1,2,2,33.0,0,0,0,0,0,0,7529.405,7134.7983,6455.5327,7364.894,5289.5063,5204.053,1000.0,1100.2999,779.4828,500.0,1692.4069,0.0,1
30000.0,2,2,2,24.0,4,3,2,0,0,0,14870.726,15867.356,15597.432,18028.477,17768.086,19603.965,780.0,0.0,1004.9572,809.0356,1500.0,99.664536,1
290000.0,2,2,2,32.0,0,0,0,0,0,0,71218.74,51465.22,52707.426,59115.688,17309.213,5503.2466,3000.0,1846.6726,1399.6127,989.5039,800.0,2096.4224,0
200000.0,2,2,1,37.0,-2,-2,-2,-2,-2,-2,4952.0024,3175.5276,1531.102,1471.4039,1608.4956,5312.8853,3116.9607,1304.3137,1500.0,1051.2699,5000.0,2000.0,0
20000.0,1,1,2,22.0,0,0,0,-1,-1,-1,36844.258,50858.145,7157.565,3813.8713,12179.774,3017.1628,3442.3406,3480.014,4486.8535,10000.0,3000.0,3507.0017,0
200000.0,1,1,2,31.0,0,0,0,0,0,0,192687.38,179515.27,168744.47,153005.0,131444.69,131241.08,6819.084,6698.409,5000.0,5000.0,5000.0,6441.937,0
20000.0,1,5,2,23.0,0,0,-2,-2,-2,-2,20493.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000.0,1,2,2,29.0,2,2,2,2,2,2,6728.9214,7543.3955,8675.77,8851.29,11564.016,12514.225,1400.0,0.0,0.0,1063.511,0.0,779.90125,1
50000.0,1,1,2,27.0,4,3,2,2,2,-2,28510.195,24584.693,31771.227,27897.047,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,1
360000.0,1,3,1,55.0,-1,-1,-2,-2,-1,-1,1673.917,0.0,0.0,0.0,2662.0864,0.0,0.0,0.0,0.0,4510.0957,0.0,1435.5841,0
230000.0,2,1,2,29.0,-1,-1,-1,-1,-1,-1,2190.7922,1058.7468,9555.387,3735.7952,22005.547,9436.773,1640.147,9713.173,4390.9136,22622.838,10000.0,6000.0,0
50000.0,1,3,2,37.0,0,0,-2,-2,-2,-2,37385.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,2,3,1,35.0,1,-1,-1,-1,0,0,0.0,2397.9768,0.0,2371.8755,2468.0212,3613.1877,4192.5728,0.0,2154.8074,381.5093,211.90964,500.0,0
60000.0,1,2,1,33.0,0,0,2,2,2,0,16557.256,90910.875,81355.086,80829.86,70469.42,30483.242,97120.05,383.53418,3722.9517,0.0,2962.7754,6253.3477,1
140000.0,1,2,2,32.0,0,0,0,0,0,2,126460.57,127696.4,123995.77,122323.98,125486.07,124369.945,5000.0,6000.0,4000.0,20043.209,0.0,4078.9197,0
10000.0,1,3,1,36.0,0,0,0,2,0,0,2584.7766,3196.9768,4567.9253,3029.1528,5144.2847,4898.906,1500.0,3005.5718,0.0,700.0,1100.9725,1036.8849,0
480000.0,2,2,2,26.0,0,0,0,0,0,0,49920.324,42525.14,45462.14,34143.66,38976.492,34721.844,1844.36,1994.5037,1353.1654,1622.6167,1215.6543,1000.0,0
30000.0,2,3,1,38.0,0,0,0,0,0,0,27315.62,25427.64,23431.396,24391.191,23894.533,20021.697,1512.0902,1423.6292,1000.0,946.7341,2196.5054,904.0009,0
320000.0,2,1,1,48.0,-1,-1,-1,-2,-2,-1,3032.66,3408.6372,0.0,0.0,0.0,13452.097,3000.0,0.0,0.0,0.0,13030.623,37385.27,0
30000.0,1,3,2,47.0,0,0,0,0,0,0,19776.56,24901.771,19819.053,17774.21,16892.156,18890.271,2087.4353,2000.0,2000.0,568.02075,754.46655,1202.2328,0
50000.0,2,3,2,30.0,0,0,0,0,0,0,75952.71,74671.336,68334.14,28279.86,26831.365,27897.535,3041.3354,5214.8657,2881.0183,5000.0,1000.0,1570.6372,0
30000.0,2,1,1,27.0,1,-2,-2,-2,-2,-2,-10.406996,-68.418755,-9.108661,-5.087533,-8.156544,-0.100822076,0.0,0.0,0.0,0.0,0.0,0.0,0
320000.0,2,2,2,26.0,0,0,0,0,0,0,35932.53,33566.63,26957.41,22319.91,19824.137,14977.869,1560.1757,1500.0,1200.0,2500.0,2000.0,92556.086,0
160000.0,2,1,1,33.0,-1,-1,-1,-1,-1,-1,751.40625,1694.7063,452.80646,1803.4446,398.67825,292.69287,2010.2556,391.6035,2045.6725,390.0,291.5382,1066.054,0
20000.0,2,2,2,22.0,0,0,0,0,0,0,9806.405,12947.486,11729.794,13001.575,14396.028,13041.26,2000.0,0.0,381.6113,648.8997,650.2337,349.2528,0
330000.0,2,2,2,37.0,-1,-1,-1,-1,-1,-1,1768.3372,877.87115,1813.0991,65.091255,5752.1646,298.3872,1467.9158,1911.2881,0.0,5000.0,606.06036,332.88046,1
50000.0,1,2,2,32.0,3,2,2,0,0,0,48532.67,49417.664,48835.973,50072.062,36984.016,31531.027,1091.4333,0.0,1281.9058,1000.0,1369.9489,1000.0,0
20000.0,1,1,2,30.0,2,3,2,0,2,2,12450.06,11205.344,11408.962,14445.239,12611.319,16077.101,0.0,1000.0,1027.7352,0.0,1251.1185,0.0,1
200000.0,2,1,2,28.0,-2,-2,-2,-2,-2,-2,0.0,0.0,-14.08966,-150.14087,-257.8189,-538.3315,41.682983,0.0,0.0,0.0,0.0,0.0,0
230000.0,1,2,1,33.0,0,0,-1,-1,0,-1,5282.2773,3868.0293,1911.1104,32446.44,9147.813,1547.8765,1004.2103,2758.3657,57357.86,0.0,1503.0146,2000.0,0
70000.0,1,2,2,24.0,0,0,0,0,0,-1,15562.238,19445.957,13382.129,13338.815,3086.0288,65567.31,11779.112,1400.0,1500.0,765.1278,88694.22,2301.8708,0
280000.0,2,3,2,49.0,-1,-1,-1,-1,-1,-1,2927.4958,8721.991,5041.197,396.59097,395.7569,0.0,8267.275,5000.0,390.0,391.3707,0.0,1269.5221,0
170414.08,2,1,2,29.0,3,3,-2,-1,-1,-1,4403.5737,79.162155,0.0,420.59772,425.94644,0.0,0.0,0.0,539.0174,598.89667,0.0,0.0,1
90000.0,2,2,1,44.0,2,-1,-1,-1,-1,0,240466.84,78111.44,19081.662,10668.094,46831.113,48410.016,2000.0,1350.9563,2061.645,39190.176,3226.6155,1700.0,1
360000.0,1,2,1,37.0,-1,-1,-1,-2,-2,-1,1121.2367,1122.5824,0.0,0.0,0.0,1106.7911,1000.0,0.0,0.0,0.0,1000.0,239.98947,0
360000.0,2,2,1,49.0,-2,-2,-2,-2,-2,-2,6751.666,13262.536,9144.996,10423.183,18061.96,17755.354,14111.796,10076.18,13372.049,20106.197,20000.0,5000.0,0
20000.0,1,3,2,32.0,0,0,0,0,0,0,12033.068,9632.144,11331.591,12611.242,12828.756,12752.487,1248.2645,2200.5635,316.0,300.0,73.99866,176.8375,0
140000.0,2,2,2,39.0,-1,-1,-1,-1,-1,-1,326.0,390.0,388.67328,443.91806,390.0,336.45444,390.0,316.0,600.0,500.0,297.36267,687.9248,0
50000.0,1,2,2,26.0,2,2,0,0,0,2,22489.297,24597.809,20295.838,20306.855,21050.99,22923.113,753.40497,1600.0,755.7924,2358.5527,0.0,859.90027,0
20000.0,2,2,2,35.0,2,0,0,0,0,0,16799.416,20670.107,22127.93,22103.8,23227.611,33696.188,2362.7449,2228.1272,1003.82806,1000.0,11532.226,1002.54285,1
30000.0,2,3,2,22.0,1,2,0,0,0,0,41212.3,44168.367,37935.562,20121.87,16640.35,0.0,0.0,1105.3904,648.17804,0.0,0.0,0.0,0
50000.0,1,1,2,26.0,0,0,0,0,0,0,30676.33,32495.553,32004.889,38365.902,39531.7,38206.88,1647.5559,1610.3488,2533.2388,2245.0923,1396.1162,1800.0,0
300000.0,2,1,1,35.0,0,0,0,-1,-1,-1,47109.773,35090.7,28763.55,11885.927,10852.025,3484.7422,20000.582,10991.652,14169.255,10000.0,5623.8257,7130.6294,0
210000.0,2,2,2,27.0,0,0,0,0,0,0,28408.654,30001.152,29532.066,32414.94,30102.268,35822.875,2000.0,2000.0,1938.8375,1500.3652,1600.9813,1500.0,0
50000.0,2,1,2,29.0,2,2,2,2,2,2,34508.46,37436.133,34518.445,34260.516,34289.008,38939.168,4976.3174,780.0,1600.0,2000.0,1250.2793,2000.0,1
280085.25,1,1,1,45.0,-2,-2,-2,-2,-2,-2,43978.836,20320.242,59998.285,12720.915,-364.82193,679.236,17575.512,39748.906,9177.76,0.0,1605.2665,1342.5416,0
80000.0,2,2,1,37.0,2,2,2,0,0,0,75792.6,84845.65,76488.93,76329.76,79046.16,76895.53,2996.7314,1200.0,2786.097,2500.0,5000.928,0.0,1
120000.0,1,2,1,41.0,2,2,0,0,0,0,100248.56,108769.45,104076.76,113269.125,51532.445,49855.332,3717.079,3000.0,3283.7485,2200.0,2500.0,1970.4874,1
70000.0,2,2,2,35.0,-1,-1,-1,-1,-1,-1,8772.394,38551.5,3514.4294,6706.891,15136.503,0.0,32366.17,5000.0,7071.8936,12016.708,0.0,0.0,0
280000.0,1,2,1,39.0,1,2,0,0,-2,0,86127.92,82632.18,84825.34,390.0,813.5658,2075.1956,0.0,7903.989,0.0,0.0,7794.0264,5844.3364,1
30000.0,2,2,2,24.0,3,2,2,2,2,2,28707.25,28940.115,29013.62,29094.768,29372.453,29453.586,0.0,3010.0698,1564.6019,1333.2355,1881.49,0.0,1
290000.0,2,1,1,49.577423,-1,-1,-2,-2,-1,-1,642.7211,0.0,0.0,0.0,505.2878,2749.4612,0.0,0.0,0.0,575.97925,2971.5486,0.0,0
50000.0,2,2,1,33.0,0,0,-1,-1,-1,-2,16492.016,7495.408,2509.318,2398.7087,0.0,0.0,2000.0,2000.0,2016.3197,734.61383,0.0,0.0,0
50000.0,2,1,1,42.0,0,0,0,0,0,0,26870.742,25518.643,17719.777,18028.203,16291.076,9717.239,1600.6367,1254.5226,4079.877,1000.0,0.0,602.3126,0
50000.0,1,2,2,35.0,0,0,0,2,0,0,46984.086,42983.508,36590.89,30898.29,31061.748,29408.098,2000.0,3503.6648,0.0,1000.0,1073.9674,1000.0,0
20000.0,1,2,2,28.0,0,0,0,0,0,0,11770.414,11111.772,11463.619,18740.338,18388.953,16542.459,1928.7535,2000.0,4008.5544,1000.0,1000.0,850.8726,0
80000.0,2,1,1,25.0,0,0,0,0,0,0,48904.42,48939.098,50452.67,55544.92,49986.293,45181.92,1899.1171,2000.0,2000.0,1865.6263,2000.0,1500.0,1
50000.0,1,1,2,29.0,-1,-1,2,-1,-1,-1,1694.4978,3312.6326,2628.4546,678.22064,512.5744,0.0,2728.0427,390.0,848.63007,715.15753,218.8914,984.8239,0
100000.0,2,2,1,37.0,0,0,-1,0,0,-1,3732.065,784.63873,2721.4207,2468.3125,3494.4512,803.6624,1108.388,2076.159,640.7695,416.34747,772.79675,528.6283,1
230000.0,2,3,1,40.0,1,2,2,2,2,0,136139.98,141750.12,123414.445,122137.79,120502.27,107197.89,5032.482,0.0,16196.285,0.0,4066.0232,4509.5464,0
230000.0,1,2,1,36.0,-1,-1,-1,-1,-1,0,2496.849,1047.9822,1650.9393,3486.1873,1910.4067,865.2656,1000.0,1500.0,4000.0,2000.0,0.0,651.0264,1
50000.0,2,5,1,29.0,-2,-2,0,0,0,0,25385.748,26790.795,27872.307,28075.607,21650.365,10943.44,2000.0,1722.6243,1500.0,1007.0287,1000.0,949.6132,0
100000.0,1,1,2,27.0,1,-1,0,0,0,0,2757.8186,51329.004,58232.57,79249.516,61993.79,69928.586,44404.984,2100.0,10002.662,3000.0,6845.8774,2000.0,0
270000.0,2,3,1,43.0,-1,-1,-1,-1,-1,-1,772.6191,0.0,395.76968,1243.3877,9368.883,1734.7157,0.0,988.08887,1413.951,9559.763,2318.4465,2000.0,0
300000.0,2,2,1,49.39867,0,0,0,0,0,0,174736.2,179453.67,177730.55,165742.84,170858.42,168078.56,5000.0,6000.0,6719.8066,5481.9385,5763.932,6000.0,0
420000.0,1,2,1,34.0,-1,2,-1,-1,-1,-1,21605.018,9851.228,8122.7534,0.0,1059.0875,696.2733,1955.6741,5115.289,390.0,878.3792,500.0,717.9833,0
150000.0,2,2,2,25.0,0,0,2,0,0,0,13519.534,20414.85,19751.662,22219.473,22626.89,20169.145,6500.0,0.0,1252.591,755.8842,1000.0,3478.0803,0
480000.0,2,2,2,39.0,0,0,0,0,0,0,16497.707,12768.815,13288.288,11517.22,11859.318,17259.322,3000.0,1300.0,572.2529,2071.5854,7677.815,5029.017,1
240000.0,2,2,2,29.0,2,2,2,2,0,0,197054.28,200862.64,227527.02,220888.0,235420.3,208136.81,12034.907,8000.0,6001.588,9000.0,7631.5967,7501.587,1
120000.0,1,2,2,30.0,0,0,0,0,0,0,70932.08,61805.543,73120.29,49434.105,48274.008,49534.055,2598.3577,3012.9326,2000.0,2000.0,2000.0,1743.01,0
170000.0,2,4,2,36.0,1,-1,-1,-1,0,0,90.21953,7385.808,2263.9583,7364.846,4291.097,2156.0667,7000.0,2041.113,8010.097,0.0,0.0,7001.8066,0
360000.0,1,1,1,42.787502,-2,-2,-2,-2,-2,-2,1620.2202,1994.6095,69630.336,70654.484,9199.834,2070.6836,3000.0,66264.59,40909.76,9000.0,1609.5889,6624.49,0
130000.0,2,2,1,34.0,2,2,2,2,2,2,53536.875,52921.19,54233.73,61442.44,67227.64,73219.56,3500.0,0.0,8242.364,1100.0,6939.4004,0.0,1
20000.0,1,3,2,43.0,-1,0,0,0,-1,-1,9932.953,13594.082,16994.734,11347.312,4692.498,3031.6265,2709.4683,2399.617,2336.1812,4486.865,1400.0,661.8916,0
170000.0,2,2,2,28.0,-2,-2,-2,-2,-2,-2,1513.2928,1084.2277,38695.254,638.5604,1005.9175,863.0045,2000.0,35356.438,690.8626,868.5308,758.52014,390.0,0
200000.0,2,1,1,39.0,-1,-1,-1,-1,-2,-2,3008.233,17573.328,694.11615,-246.09976,-166.88487,-187.52203,18219.145,1000.0,0.0,0.0,0.0,1100.0,1
50000.0,2,1,2,31.0,0,0,0,0,0,0,25350.068,26994.488,28692.383,29245.064,30383.0,29715.283,1606.0535,1482.7733,2000.0,1000.0,1500.0,1004.8341,1
130000.0,1,2,2,47.0,1,-2,-2,-1,0,0,247.60527,1933.6555,0.0,2031.1407,2181.8162,4131.101,2000.0,0.0,1800.0,5.164811,1000.0,1000.0,0
70000.0,2,2,2,22.505457,0,0,2,0,0,0,52709.516,55411.84,51281.367,61895.184,50026.95,49368.68,4005.3115,0.0,2000.0,2000.0,1831.0692,1707.4506,0
80000.0,2,1,2,32.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
290000.0,1,3,2,40.0,0,0,0,0,0,0,63532.17,62793.414,68323.49,70567.8,80911.516,80006.56,4019.567,10000.0,5270.7285,10506.193,3000.0,3000.0,1
80000.0,2,2,2,52.64454,0,0,0,0,2,0,23983.084,13740.012,19733.555,29907.127,30158.14,28238.586,1400.0,1999.9138,9915.208,0.0,1731.5781,2000.3749,1
50000.0,2,2,2,44.0,0,0,0,-1,0,0,15664.486,12809.863,10187.717,9653.07,12395.545,15977.411,1030.186,1374.0704,8000.0,664.0458,659.3175,774.0416,1
80000.0,1,2,2,56.0,0,0,0,0,0,0,12065.053,7599.7466,1845.758,3259.699,5051.046,1740.9305,1500.0,1122.2971,1500.0,1076.5326,184.87413,412.59467,0
50000.0,2,3,2,27.0,-1,-1,-1,-1,-1,-1,0.0,-1027.4939,1668.0802,894.0115,0.0,390.0,0.0,2174.2158,670.6232,0.0,974.98413,1000.0,0
230000.0,1,2,2,27.0,0,0,0,0,0,0,49342.39,47265.36,72162.12,68026.734,67608.89,73529.516,3000.0,22022.756,5006.779,3000.0,3000.0,3421.4731,0
220000.0,1,1,2,27.0,0,0,0,0,0,0,60444.652,64608.434,61911.492,59753.797,65504.35,66787.41,2197.858,2200.0,2000.0,2618.046,2087.9768,2542.5894,0
37252.207,2,3,0,40.0,1,2,2,0,0,0,22543.557,23832.285,20473.51,24415.096,23309.686,24966.492,1304.262,0.0,1178.5348,880.23553,1500.0,1000.0,0
50000.0,2,3,1,55.0,0,0,0,-1,-1,2,40324.086,47767.094,0.0,614.3078,9544.2295,10670.424,2500.0,0.0,212.79044,4000.0,0.0,958.40356,0
30000.0,2,2,2,45.0,0,0,0,0,0,0,30032.512,29411.021,27233.248,29179.03,33167.957,30369.82,1500.0,1433.7444,1907.9053,2000.0,1528.3966,2000.0,0
20000.0,2,1,3,22.0,0,0,0,0,0,0,16348.748,19097.26,17534.244,19124.875,18031.03,14828.122,1578.3632,1649.573,2059.5837,1000.0,1299.4489,7140.7837,0
140000.0,2,2,1,47.0,0,0,0,0,0,0,149073.77,147384.2,140869.38,127733.81,71878.0,69707.44,5047.2944,7869.1187,3761.654,2513.5366,2000.3031,1935.2156,0
50000.0,1,1,2,34.0,0,0,0,0,0,0,11537.272,12214.937,16151.309,17714.322,14286.753,15061.278,1600.0,2667.4902,1000.0,1240.3722,1641.606,698.93774,0
380000.0,1,1,2,38.0,-1,0,0,-1,-1,-1,11955.277,4609.2837,8753.128,3317.4634,1263.0226,1603.348,6000.0547,5190.441,3009.6777,1500.0,2000.0,5135.9053,0
380000.0,2,1,1,37.0,-2,-2,-1,-1,-1,-1,0.0,293.2144,219.55463,0.0,386.53046,297.05206,165.92139,204.74988,0.0,380.6943,289.3524,6.9177446,0
360000.0,2,2,1,40.0,-1,-1,-1,-1,-1,-1,12877.156,5410.102,6748.8545,9113.474,4290.0566,708.45844,5511.7456,3909.8345,9541.605,3969.986,512.93524,1145.245,0
60000.0,2,2,1,37.0,0,0,0,0,-1,-1,59051.664,48335.746,29696.691,19128.955,1242.1226,3557.1616,5713.1377,4000.0,3000.0,4000.0,5088.852,2000.0,0
230000.0,1,2,1,51.0,0,0,0,0,0,0,237146.73,236372.78,230152.64,270180.22,200601.72,0.0,6497.493,6753.695,2493.1548,1000.0,0.0,0.0,1
200000.0,2,1,2,29.0,-1,-1,-1,-1,-2,-2,1511.1244,420.94012,11758.48,2690.505,832.83234,1781.8099,744.9455,12336.621,4000.0,400.0,2000.0,372.84036,0
70000.0,2,2,1,39.0,1,2,2,2,2,0,21590.658,24697.422,23716.658,20343.152,19480.852,20237.074,3500.0,320.4792,3000.0,0.0,1107.85,869.26776,0
50000.0,1,2,2,31.0,3,2,2,2,2,2,26287.45,26476.023,28374.83,28139.646,27379.035,26580.73,1500.0,2000.0,1100.0365,1000.0,0.0,1361.5907,1
200000.0,2,6,2,35.0,0,0,0,-1,-1,-1,101736.766,101733.05,14548.901,1285.1764,17795.812,22047.098,7000.0,4156.3325,2640.9097,17151.307,20000.0,9007.41,0
100000.0,2,1,1,33.0,-1,-1,-2,-1,-1,0,5108.536,6722.4023,5308.6978,2845.259,5776.7383,3519.3347,10629.746,3773.508,3000.0,6000.0,1619.412,3110.5667,0
60000.0,1,1,1,32.0,0,0,0,-2,-2,-2,50084.87,44958.84,9617.721,0.0,0.0,0.0,6075.5615,744.60474,0.0,0.0,0.0,0.0,0
490000.0,1,1,2,32.0,0,0,0,0,0,0,105146.66,90271.01,40037.39,122378.01,147998.05,146051.81,7491.2534,5500.0,91215.38,10000.0,6522.7505,7000.0,0
231636.12,2,2,1,41.0,0,0,0,2,2,0,145509.6,141847.66,157923.23,162867.12,176168.33,185175.89,8041.0815,10770.117,0.0,0.0,6000.0,6218.689,0
320000.0,2,1,2,26.0,-2,-2,-2,-1,0,0,1955.676,0.0,0.0,4020.0479,4359.755,0.0,0.0,0.0,5614.042,890.831,0.0,0.0,0
200000.0,1,3,1,58.0,-1,-1,-1,-1,-1,-1,1488.2233,599.4787,525.8859,582.68524,983.252,2343.1228,390.0,824.136,816.653,925.33307,2500.0,549.1441,0
231794.14,2,3,1,43.0,1,2,0,0,0,0,85847.02,78829.26,60013.27,67579.73,70236.62,56280.43,0.0,3000.0,4960.5986,0.0,3000.0,2501.668,1
70000.0,2,3,1,51.0,-2,-2,-2,-1,0,0,0.0,-207.63837,-13.186573,1088.3907,5958.725,0.0,0.0,0.0,1399.754,4944.905,0.0,2121.2126,1
50000.0,2,1,1,39.0,0,0,0,2,0,0,25532.441,20183.15,27104.238,26841.88,26892.182,28994.42,1600.2683,3000.0,0.0,1136.7129,1435.0879,0.0,0
230000.0,2,1,2,36.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70000.0,1,2,1,33.0,2,2,2,2,2,2,29650.635,27454.957,29642.72,26832.062,29281.08,33274.832,1666.2133,1552.9523,0.0,3000.0,963.6834,1297.7935,1
160000.0,2,3,2,27.0,-2,-2,-2,-1,-1,0,0.0,0.0,1035.4141,394.73325,6082.2417,37963.125,0.0,496.11877,569.6648,2934.4749,29553.312,1000.0,0
30000.0,1,2,2,25.0,0,0,0,0,0,0,23943.916,24129.232,26691.578,20043.004,19569.861,17683.094,1800.0,2695.7075,3352.0237,1500.0,1000.0,3395.6504,1
180000.0,1,1,2,27.0,2,0,0,0,0,0,201877.33,184999.89,166043.52,181297.78,185829.83,168379.45,10002.573,8508.11,6256.272,9962.758,7088.057,7000.0,0
200000.0,2,1,1,51.0,-2,-2,-2,-2,-2,-2,0.0,0.0,3351.719,1052.7108,0.0,4592.4653,0.0,3500.0,700.0,0.0,4000.0,2982.149,0
60000.0,1,2,1,36.0,1,2,0,0,0,0,88166.49,90244.305,83394.57,93570.5,49822.44,44233.223,0.0,4173.778,2062.1702,1258.6343,1500.0,1600.0,1
